chr_uid,Char_Name,CASNumber
2381,"Light, underwater incident + reflected",NULL
2382,"Light, underwater reflected",NULL
2383,Lignin,9005-53-2
1233,Lignosulfonic acid,8062-15-5
3105,"Lime (chemical), dolomitic",12001-27-3
1234,Limonene,138-86-3
2384,Lincomycin,154-21-2
1235,Lindane,58-89-9
3793,Lindane-D6,60556-82-3
1236,Linoleic acid,60-33-3
1237,Linuron,330-55-2
101965,Linuron-d6,NULL
1238,Lipids,66455-18-3
100784,Liquid limit,NULL
100953,Liquidity Index,NULL
1239,Lithium,7439-93-2
2385,Lithium-6,14258-72-1
2386,Lithium-7,13982-05-3
1240,Lithium-7/Lithium-6 ratio,NULL
4245,Lithology code,NULL
101114,Littoral Cover Complexity Index,NULL
101115,Littoral-Riparian Cover Complexity Index,NULL
101307,Live centric diatoms,NULL
101308,Live pennate diatoms,NULL
2939,Lloyd - Zar - Karr Species Diversity Index,NULL
3642,Lomefloxacin,98079-51-7
100278,Lomustine,13010-47-4
3100,Longitudinal Distribution,NULL
101084,Loosely sorbed Phosphorus (LSP),NULL
100508,Loperamide,53179-11-6
3880,Loratadine,79794-75-5
2387,Lorazepam,846-49-1
4190,Lorazepam glucuronide,32781-79-6
100279,Lorazepam-D4,84344-15-0
101884,Low-level Mercury,7439-97-6
1242,Lutetium,7439-94-3
101310,LWD_lg_anc,NULL
101311,LWD_lg_bch,NULL
101312,LWD_lg_wet,NULL
101313,LWD_sm_anc,NULL
101314,LWD_sm_bch,NULL
101315,LWD_sm_wet,NULL
100280,"m,p-Cresol",84989-04-8 
3585,"m,p-Xylene",179601-23-1
100281,m-(Trifluoromethyl)aniline,NULL
1254,m-Chloroaniline,108-42-9
1255,m-Chlorofluorobenzene,625-98-9
1256,m-Chloronitrobenzene,121-73-3
1257,m-Chlorophenol,108-43-0
101622,m-Chlorophenylpiperazine,6640-24-0
1258,m-Chlorotoluene,108-41-8
1261,m-Cresol,108-39-4
101927,m-cresol mixt. with p-phenol,NULL
1262,m-Cymene,535-77-3
1263,m-Dichlorobenzene,541-73-1
3035,M-Diethylbenzene,141-93-5
1264,m-Dinitrobenzene,99-65-0
1338,m-Ethyltoluene,620-14-4
433,m-Hydroxybenzoic acid,99-06-9
3888,m-Hydroxybenzoylecgonine,129944-99-6
1350,m-Nitroaniline,99-09-2
1351,m-Nitrotoluene,99-08-1
1360,m-Terphenyl,92-06-8
1361,m-Xylene,108-38-3
102006,Macro Algae Stream Reach Coverage Average,NULL
101316,Macrohabitat Type - Channel Crossover,NULL
101317,Macrohabitat Type - Constrained Channel,NULL
101318,Macrohabitat Type - Inside Bend,NULL
101319,Macrohabitat Type - Other Channel Type,NULL
101320,Macrohabitat Type - Outside Bend,NULL
101321,Macrohabitat Type - Pool,NULL
101322,Macrohabitat Type - Tributary Mouth,NULL
101323,Macrohabitat Type - Unconstrained Channel,NULL
1243,Macroinvertebrates,NULL
3510,Macrophytes covering streambed (emergent and submerged) (choice list),NULL
1244,Magnesium,7439-95-4
100607,Magnesium phosphide,12057-74-8
2388,Magnetite (Fe3O4),1309-38-2
2995,Malaoxon,1634-78-2
1245,Malathion,121-75-5
3847,Malathion-D10,347841-48-9
1246,Maleic anhydride,108-31-6
1247,Mancozeb,8018-01-7
101535,Mandestrobin,173662-97-0
100526,Mandipropamid,374726-62-2
1248,Maneb,12427-38-2
1249,Manganese,7439-96-5
1250,Manganese dimethyldithiocarbamate,15339-36-3
101948,Manganese(II),16397-91-4
1251,Manganese-54,13966-31-9
1252,Maple lactone,80-71-7
2835,Margalef Taxonomic Diversity Index,NULL
3409,Max Pool Width,NULL
100556,Maximum total trihalomethane potential,NULL
1253,MBAS,NULL
4250,MC 1 (part of chlordane total),98318-98-0
4251,MC 2 (part of chlordane total),98318-99-1
4231,MC 3 (part of chlordane total),68961-33-1
4248,MC 4 (part of chlordane total) ,98255-11-9
4218,MC 5 (part of chlordane total),31503-68-1
4249,MC 6 (part of chlordane total),98318-97-9
4252,MC 7 (part of chlordane total),98523-45-6
4253,MC 8 (part of chlordane total),98523-46-7
1259,MCPA,94-74-6
100572,MCPA Methyl Ester (MCPA Ester),2436-73-9
1260,MCPB,94-81-5
3881,MDA,4764-17-4
3882,MDEA,82801-81-8
3883,MDMA,42542-10-9
100954,"Mean PEC Quotient, All analytes",NULL
100955,"Mean PEC Quotient, Metals",NULL
100956,"Mean PEC Quotient, PAHs",NULL
101023,"Mean PEC Quotient, PCBs",NULL
3550,Measured reach length,NULL
1265,Mecoprop,93-65-2
100534,Mecoprop-p (mcpp-p),16484-77-8
2354,Medroxyprogesterone,520-85-4
100315,Medroxyprogesterone acetate,71-58-9
100316,Medroxyprogesterone acetate-d6,NULL
4027,Medroxyprogesterone-d3,162462-69-3
4191,Mefenamic acid,61-68-7
4192,Mefenamic acid 3-hydroxy methyl,5129-20-4
2389,Megestrol acetate,595-33-5
103269,Melamine,108-78-1
103270,Melatonin,73-31-4
101623,Melengestrol acetate,2919-66-6
100141,Melphalan,148-82-3
100142,Melphalan-d8,1217854-43-7
2039,Menadione,58-27-5
4539,Menthol,1490-04-6
3885,Meperidine,57-42-1
3886,Mephobarbital,115-38-8
3931,Meprobamate,57-53-4
101324,Mercuric chloride,7487-94-7
1266,Mercury,7439-97-6
2390,Meropenem,96036-03-2
1267,Merphos,150-50-5
2394,Mesityl oxide,141-79-7
3486,Mesosulfuron-methyl,208465-21-8
3613,Mesotrione,104206-82-8
2391,Mestranol,72-33-3
103020,"Mestranol-2,4,16,16-d4",NULL
4042,Mestranol-d4,72-33-4
1268,meta & para Xylene mix,NULL
1269,Metalaxyl,57837-19-1
3477,Metalaxyl-M,70630-17-0
2392,Metaldehyde,108-62-3
100482,Metaxalone,1665-48-1
101640,Metconazole,NULL
100143,Metformin,657-24-9
100144,Metformin-d6,1185166-01-1
1271,Methacrylic acid,79-41-4
1272,Methacrylonitrile,126-98-7
4193,Methadone,76-99-3
103271,Methadone hydrochloride,1095-90-5
100483,Methadone-d9,NULL
1273,Methamidophos,10265-92-6
100794,Methamphetamine,537-46-2
3933,Methamphetamine hydrochloride,51-57-0
1274,Methane,74-82-8
1275,Methanol,67-56-1
3215,"Methanone, bis(4-chlorophenyl)-",90-98-2
1276,Methapyrilene,91-80-5
1277,Methidathion,950-37-8
1278,Methiocarb,2032-65-7
100792,Methiocarb sulfone,2179-25-1
100793,Methiocarb sulfoxide,2635-10-1
100484,Methocarbamol,532-03-6
1279,Methomyl,16752-77-5
101737,Methomyl oxime,NULL
103210,"Methomyl-13C2, N15",NULL
4673,Methoprene,40596-69-8
4167,Methotrexate,59-05-2
100630,Methoxone sodium salt,3653-48-3
1280,Methoxychlor,72-43-5
3497,Methoxyfenozide,161050-58-4
103272,Methyl 12-hydroxyoctadecanoate,141-23-1
1281,Methyl acetate,79-20-9
3586,Methyl Acrylate,96-33-3
1294,Methyl arachidate,1120-28-1
1282,Methyl benzoate,93-58-3
1283,Methyl bromide,74-83-9
101877,"Methyl cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate",NULL
1285,Methyl cyclohexanecarboxylate,4630-82-4
1286,Methyl decanoate,110-42-9
872,Methyl dehydroabietate,1235-74-1
1287,Methyl disulfide,624-92-0
1288,Methyl ethyl ketone,78-93-3
1289,Methyl ethyl ketone peroxide,1338-23-4
1290,Methyl heptadecanoate,1731-92-6
1291,Methyl heptanoate,106-73-0
1292,Methyl heptenone,409-02-9
1284,Methyl hexanoate,106-70-7
1293,Methyl hydrazine,60-34-4
1295,Methyl iodide,74-88-4
1297,Methyl isobutyl ketone,108-10-1
1298,Methyl isopropyl ketone,563-80-4
1299,Methyl isothiocyanate,556-61-6
1300,Methyl laurate,111-82-0
1301,Methyl linoleate,112-63-0
1302,Methyl m-chlorobenzoate,2905-65-9
1303,Methyl mercaptan,74-93-1
1304,Methyl methacrylate,80-62-6
1305,Methyl methanesulfonate,66-27-3
1307,Methyl myristate,124-10-7
2044,Methyl nonyl ketone,112-12-9
1308,Methyl o-benzoylbenzoate,606-28-0
1309,Methyl octanoate,111-11-5
2057,Methyl oleate,112-62-9
1310,Methyl palmitate,112-39-0
1311,Methyl paraoxon,950-35-6
1312,Methyl parathion,298-00-0
1313,Methyl propyl disulfide,2179-60-4
2395,Methyl salicylate,119-36-8
1314,Methyl stearate,112-61-8
1315,Methyl tert-butyl ether,1634-04-4
1306,Methyl toluate,25567-11-7
101878,"Methyl trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylate",NULL
1930,Methyl trans-crotonate,623-43-8
1316,Methyl tridecanoate,1731-88-0
1318,Methylamine,74-89-5
1319,Methylanthracene,26914-18-1
1320,Methylarsonic acid,124-58-3
101974,Methylbenzaldehyde,1334-78-7
1322,Methylbiphenyl,28652-72-4
2396,Methylchrysene,41637-90-5
1323,Methylcyclohexane,108-87-2
878,Methylcyclohexane-d14,10120-28-2
1324,Methylcyclohexanol,25639-42-3
1326,Methylcyclopentane,96-37-7
2947,Methyldibenzothiophene,30995-64-3
1328,Methylene chloride,75-09-2
100223,Methylene chloride + Chlorobenzene,NULL
1329,Methylene dithiocyanate,6317-18-6
1330,Methylfluorene,26914-17-0
1332,Methylindan,27133-93-3
1333,Methylindene,29036-25-7
1334,Methylmercury(1+),22967-92-6
1335,Methylnaphthalene,1321-94-4
3563,Methylparaben,99-76-3
1336,Methylphenanthrene,31711-53-2
4194,Methylphenidate,113-45-1
103273,Methylprednisolone,83-43-2
100224,Methylprednisolone-d3,NULL
1337,Methylpyridine,1333-41-1
101542,Methylseleninic Acid,28274-57-9
1339,Metiram,9006-42-2
1340,Metolachlor,51218-45-2
3983,Metolachlor ESA,171118-09-5
101701,Metolachlor hydroxy morpholinone,NULL
3984,Metolachlor OA,152019-73-3
101720,Metolachlor-d6,NULL
3965,Metoprolol,51384-51-1
100225,Metoprolol-d7,1219798-61-4
1341,Metribuzin,21087-64-9
100226,Metribuzin DA,35045-02-4
100227,Metribuzin DADK,52236-30-3
100228,Metribuzin DK,56507-37-0
100229,Metronidazole,443-48-1
100230,Metronidazole-d4,1261397-74-3
1342,Metsulfuron,79510-48-8
3614,Metsulfuron-methyl,74223-64-6
100231,Mevastatin,73573-88-3
1343,Mevinphos,7786-34-7
1344,Mexacarbate,315-18-4
1345,Mica group minerals,12001-26-2
4551,Miconazole,22916-47-8
102003,Micro Algae Stream Reach Thickness Average,NULL
1346,Microcystin,77238-39-2
101174,Microcystin AR,138258-91-0
101175,Microcystin dLR,134842-07-2
101943,Microcystin dRR,131022-02-1
101176,Microcystin FR,111982-70-8
101935,Microcystin HiLR,NULL
101933,Microcystin HtYR,NULL
100664,Microcystin LA,96180-79-9
100892,Microcystin LF,154037-70-4
2996,Microcystin LR,101043-37-2
103230,Microcystin LR [?Leu1],NULL
103228,Microcystin LR [DAsp3],NULL
103229,Microcystin LR [Dha7],NULL
100893,Microcystin LW,157622-02-1
101058,Microcystin LY,123304-10-9
101177,Microcystin mLR,NULL
101178,Microcystin MR (or Munkn),NULL
101179,Microcystin mRR,NULL
101180,Microcystin ND,NULL
100665,Microcystin RR,111755-37-4
103231,Microcystin RR [DAsp3],NULL
101181,Microcystin WR,138234-58-9
100666,Microcystin YR,101064-48-6
101944,Microcystin-HilR,NULL
101945,Microcystin-HtyR,NULL
101182,Microcystins,NULL
101556,Microcystins and nodularins,NULL
101789,Microcystis,NULL
101561,Microhabitat Type - Plant,NULL
101562,Microhabitat Type - Pool,NULL
101563,Microhabitat Type - Riffle,NULL
101564,Microhabitat Type - Root,NULL
101565,Microhabitat Type - Sand,NULL
101566,Microhabitats found,NULL
101325,"Micrometer Conversion Factor, crustaceans",NULL
101326,"Micrometer Conversion Factor, rotifers",NULL
101327,Micrometer units,NULL
100916,Mineral Spirit Range Organics,68551-17-7
2399,Minocycline,10118-90-8
1348,MIOX micaceous iron oxide,NULL
1349,Mirex,2385-85-5
4195,Modafinil,68693-11-8
4196,Modafinil acid,112111-45-2
1352,Moisture content,NULL
1353,Molinate,2212-67-1
1354,Molybdenum,7439-98-7
3187,Molybdenum-99,14119-15-4
101536,Momfluorothrin,609346-29-4
3564,Monensin,17090-79-8
100436,Mono(2-ethylhexyl) adipate,4337-65-9
103146,Monobutyltin,78763-54-9
1356,Monochlorobiphenyl,27323-18-8
101625,Monocrotaline,315-22-0
101626,Monocrotaline N-oxide,35337-98-5
1357,Monocrotophos,6923-22-4
4197,Monoethylglycinexylidide,7728-40-7
101636,Monomethylarsonate,NULL
100232,Monomethylarsonic acid***retired***use Methylarsonic acid,124-58-3
4198,Montelukast,158966-92-8
1358,Monuron,150-68-5
3939,"Morphinan-6-one, 4,5-epoxy-14-hydroxy-3-methoxy-17-methyl-, (5.alpha.)-",76-42-6
3889,Morphine,57-27-2
3943,"Morpholine, 3-methyl-2-phenyl-",134-49-6
3162,Mortality,NULL
102004,Moss Stream Reach Coverage Average,NULL
1359,Motor oil,NULL
2400,Moxifloxacin,151096-09-2
100233,Moxifloxacin-13C-d3,NULL
103128,Musk Indane,15353-35-0
3935,Musk ketone,81-14-1
116,Musk moskine,116-66-5
103129,Musk Tibetene,145-39-1
3818,Mussels observed (choice list),NULL
101328,Mustard gas,505-60-2
2401,Myclobutanil,88671-89-0
2402,Mycobacterium,NULL
101627,Mycophenolate mofetil,128794-94-5
1362,Myristic acid,544-63-8
100547,"N,N'-Diethylcarbanilide",85-98-3
1364,"N,N-Diethyl-m-toluamide",134-62-3
1363,"N,N-Diethylaniline",91-66-7
101329,"N,N-Dimethylaniline",121-69-7
1365,"N,N-Dimethylformamide",68-12-2
100667,"N,N-Dimethyloctadecylamine",124-28-7
100668,"N,N-Dimethyloctylamine",7378-99-6
1366,"N,N-Dimethylstearamide",3886-90-6
100009,N-(4-Chlorophenyl)-N'-methylurea,NULL
1367,N-2-Ethylhexylbicycloheptenedicarboximide,113-48-4
2108,n-Amyl acetate,628-63-7
1376,n-Butyl acetate,123-86-4
1378,n-Butyl lactate,138-22-7
2147,N-Butylacetanilide,91-49-6
1379,n-Butylbenzene,104-51-8
103274,N-Butylbenzenesulfonamide,3622-84-2
101551,N-ethyl perfluorooctanesulfonamidoacetic acid,2991-50-6
101552,N-methyl perfluorooctanesulfonamidoacetic acid,2355-31-9
1425,N-Methyl-2-pyrrolidone,872-50-4
1433,N-Nitroso-N-ethylurea,759-73-9
1434,N-Nitroso-N-methylurea,684-93-5
1428,N-Nitrosodi-n-butylamine,924-16-3
1429,N-Nitrosodi-n-propylamine,621-64-7
1426,N-Nitrosodiethylamine,55-18-5
1427,N-Nitrosodimethylamine,62-75-9
1430,N-Nitrosodiphenylamine,86-30-6
1431,N-Nitrosomethylethylamine,10595-95-6
1432,N-Nitrosomorpholine,59-89-2
1435,N-Nitrosonornicotine,16543-55-8
1436,N-Nitrosopiperidine,100-75-4
1437,N-Nitrosopyrrolidine,930-55-2
3892,N-Phenyl-N-(4-piperidinyl)propanamide,1609-66-1
1453,n-Propylbenzene,103-65-1
1368,Nabam,142-59-6
100509,Nadolol,42200-33-9
2403,Naegleria,NULL
1369,Naled,300-76-5
2404,Nalidixic acid,389-08-2
4043,Nandrolone-d3,120813-22-1
1371,Naphtha,8030-30-6
3807,Naphthacene,92-24-0
1372,Naphthalene,91-20-3
1373,Naphthalene (C1-C4),NULL
101844,"Naphthalene, 1,2,3,4,5,6,7-heptachloro-",58863-14-2
101845,"Naphthalene, 1,2,3,4,5,6,8-heptachloro-",58863-15-3
101846,"Naphthalene, 1,2,3,4,6-pentachloro-",67922-26-3
103010,"Naphthalene, 1,2,3,4-tetrahydro-5-methyl-",2809-64-5
101847,"Naphthalene, 1,2,3,5,7-pentachloro-",53555-65-0
101848,"Naphthalene, 1,2,3,5,8-pentachloro-",150224-24-1
101825,"Naphthalene, 1,2,3-trichloro-",50402-52-3
101826,"Naphthalene, 2,7-dichloro-",2198-77-8
100145,"Naphthalene, 2-methylnaphthalene mix",NULL
101849,"Naphthalene, decahydro-, trans-",493-02-7
101827,"Naphthalene, heptachloro-",32241-08-0
101850,"Naphthalene, tetrachloro-",1335-88-2
100720,"Naphthalene,1,2,3-trimethyl-4-(1E)-1-propen-1-yl-",26137-53-1
100721,"Naphthalene,2-methyl-1-propyl-",54774-89-9
100146,Naphthalene-d8,1146-65-2
100722,"Naphtho[1,2-b]furan, 2,3-dihydro-2-(1-methylethenyl)-",77630-44-5
100723,"Naphtho[2,3-B]thiophene,4,9-D",16587-34-1
1374,Naphthol,1321-67-1
1375,Napropamide,15299-99-7
3966,Naproxen,22204-53-1
100147,Naproxen-13C-d3,1261392-52-2
100697,Naptalam,132-66-1
1382,Neburon,555-37-3
100781,Neoabietic acid,471-77-2
1383,Neodymium,7440-00-8
4082,Neodymium-147,14269-74-0
2407,Neomycin,1404-04-2
2408,Neomycin sulfate,1405-10-3
101889,Neon,NULL
1384,Neosaxitoxin,64296-20-4
1385,Neptunium-237,13994-20-2
4083,Neptunium-239,13968-59-7
1386,Neutrals,NULL
100510,Nevirapine,129618-40-2
1395,Nickel,7440-02-0
101892,Nickel-59,NULL
3183,Nickel-63,13981-37-8
100609,Niclosamide,50-65-7
2409,Nicosulfuron,111991-09-4
101721,Nicosulfuron-d6,NULL
1396,Nicotinamide,98-92-0
2997,Nicotine,54-11-5
1397,Nicotinic acid,59-67-6
3565,Nifedipine,21829-25-4
1398,Niobium,7440-03-1
3190,Niobium-94,14681-63-1
1399,Niobium-95,13967-76-5
101954,Nitenpyram,150824-47-8
100802,Nithiazine,58842-20-9
101955,Nitrapyrin,1929-82-4
1400,Nitrate,14797-55-8
6320,Nitrate + Nitrite,NULL
3891,Nitrazepam,146-22-5
101331,Nitric acid,7697-37-2
101975,Nitric oxide,10102-43-9
1401,Nitrilotriacetic acid,139-13-9
1402,Nitrite,14797-65-0
1403,Nitrobenzene,98-95-3
3036,Nitrobenzene-D5,4165-60-0
2410,Nitrocyclohexane,1122-60-7
1404,Nitrofen,1836-75-5
2411,Nitrofurantoin,67-20-9
1406,Nitrogen,7727-37-9
3715,Nitrogen Delta 15,NULL
1405,Nitrogen dioxide,10102-44-0
3127,Nitrogen ion,17778-88-0 
101332,Nitrogen mustard (HN-2),51-75-2
101976,Nitrogen oxides,11104-93-1
1408,Nitrogen plus argon,NULL
1414,"Nitrogen, ammonium/ammonia ratio",7727-37-9
3122,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",NULL
2418,Nitrogen-15,14390-96-6
1420,Nitrogen-15/14 ratio,NULL
100148,Nitrogen/Phosphorus molar ratio,NULL
688,Nitrogenous biochemical oxygen demand,NULL
1421,Nitroglycerin,55-63-0
1422,Nitrophenol,25154-55-6
100698,Nitroquinoline-1-oxide,56-57-5
1423,Nitrosamine,35576-91-1
1424,Nitrous oxide,10024-97-2
100511,Nizatidine,76963-41-2
100149,NOA 407854,314020-44-5
100150,NOA 447204,NULL
1442,Nodularin,118399-22-7
101557,Nodularins,118399-22-7
4003,Non-apatite inorganic phosphorus,NULL
100535,Non-Asbestos Fiber/Material,NULL
3453,Non-lipid organic matter,NULL
2420,Non-plankton algae severity (choice list),NULL
101333,Non-purgeable Organic Carbon (NPOC),NULL
100836,Non-viable seed count,NULL
100837,Non-viable seed weight,NULL
100151,Nonabromophenoxybenzene,63936-56-1
1443,Nonachlor,3734-49-4
1444,Nonachlorobiphenyl,53742-07-7
1438,Nonacosane,630-03-5
1439,Nonadecane,629-92-5
101798,Nonanal,124-19-6
1445,Nonane,111-84-2
1446,Nonanoic acid,112-05-0
101924,Nonatriacontane,NULL
100437,Noncarcinogenic polycyclic aromatic hydrocarbons,NULL
1447,Nonene,27215-95-8
103275,Nonivamide,2444-46-4
3616,Nonmethane organic compounds,NULL
103276,Nonoxynol-6,29994-44-3
1448,Nonylphenol,25154-52-3
3617,Nonylphenol diethoxylate,20427-84-3
4199,Norbuprenorphine,78715-23-8
102007,Norcarfentanil,72996-78-2
103143,Norcarfentanil (hydrochloride),61085-87-8
100485,Nordiazepam,1088-11-5
2421,Nordoxepin,1225-56-5
4044,Norethindrone-d6,68-22-4
2422,Norethisterone,68-22-4
2423,Norethynodrel,68-23-5
3643,Norfloxacin,70458-96-7
4549,Norfluoxetine,83891-03-6
3893,Norfluoxetine oxalate,107674-50-0
100152,Norfluoxetine-d5,1185132-92-6
3860,Norfluoxetine-D6,29331-92-8
1449,Norflurazon,27314-13-2
4552,Norgestimate,35189-28-7
3566,Norgestrel,6533-00-2
100153,Norgestrel-d6,NULL
4200,Normeperidine,77-17-8
4201,Normorphine,466-97-7
4202,Norquetiapine,5747-48-8
4592,Norsertraline,87857-41-8
100154,Norsertraline hydrochloride,91797-58-9
2424,North Carolina Biotic Index,NULL
2425,Nortriptyline,72-69-5
4556,Norverapamil,67018-85-3
3894,Norverapamil hydrochloride,67812-42-4
101657,Novaluron,NULL
100438,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),NULL
100439,NPS POLLUTION - Livestock Present (Y/N) (choice list),NULL
100440,NPS POLLUTION - Other (Y/N) (choice list),NULL
100441,NPS POLLUTION - Wildlife Present (Y/N) (choice list),NULL
4239,"Number of individuals***retired***use Individuals examined, actual number",NULL
100828,Number of pedicels per sample plant,NULL
100155,Number of sampling points,NULL
100829,Number of seeds with ergots,NULL
100830,Number of seeds with worm holes,NULL
100831,Number of stalks per sample plant,NULL
101334,Number of valves,NULL
2959,Nutrient-nitrogen,NULL
3177,"O,O,O-Triethyl phosphorothioate",126-68-1
945,"O,O-Diethyl dithiophosphate",298-06-6
956,"O,O-Dimethyl dithiophosphate",756-80-9
1461,"o,p'-DDD",53-19-0
1462,"o,p'-DDE",3424-82-6
1463,"o,p'-DDT",789-02-6
1464,"o,p'-Methoxychlor",30667-99-3
101335,"o,p-DDD",NULL
101336,"o,p-DDE",NULL
101337,"o,p-DDT",NULL
1460,"O-(2,4-Dichlorophenyl) O-methyl isopropylphosphoramidothioate",299-85-4
100637,o-Anisidine,90-04-0
1465,o-Chloroaniline,95-51-2
100543,o-chlorobenzoic acid,118-91-2
1466,o-Chloronitrobenzene,88-73-3
1467,o-Chlorophenol,95-57-8
1468,o-Chlorotoluene,95-49-8
1469,o-Cresol,95-48-7
1478,o-Cymene,527-84-4
1479,o-Dichlorobenzene,95-50-1
3037,O-Dinitrobenzene,528-29-0
1480,O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate,2104-64-5
101732,O-Ethyl O-methyl S-propyl phosphorothioate,NULL
101702,O-Ethyl S-methyl S-propyl phosphorodithioate,NULL
101703,O-Ethyl S-propyl phosphorothioate,NULL
1481,o-Ethyltoluene,611-14-3
2020,o-Fluorophenatole,451-80-9
1482,o-Fluorophenol,367-12-4
1485,o-Nitroaniline,88-74-4
1486,o-Nitroanisole,91-23-6
1487,o-Nitrophenol,88-75-5
1488,o-Nitrotoluene,88-72-2
1497,o-Terphenyl,84-15-1
1498,o-Toluidine,95-53-4
1499,o-Toluidine hydrochloride,636-21-5
1500,o-Vinyltoluene,611-15-4
1512,o-Xylene,95-47-6
3813,"o-Xylene, mixt. with m-xylene and p-xylene",NULL
100442,Observed Recreational Use - Boating (Y/N) (choice list),NULL
100443,Observed Recreational Use - Fishing (Y/N) (choice list),NULL
100444,Observed Recreational Use - Other (Y/N) (choice list),NULL
100445,Observed Recreational Use - Swimming (Y/N) (choice list),NULL
1470,Octachlorobiphenyl,55722-26-4
1471,Octachlorocyclopentene,706-78-5
101338,Octachlorodibenzo-p-dioxin-C13,114423-97-1
1472,Octachloronaphthalene,2234-13-1
1473,Octachlorostyrene,29082-74-4
1440,Octacosane,630-02-4
100638,octadecan-1-ol,112-92-5
1441,Octadecane,593-45-3
3653,"Octadecane, 1-chloro-",3386-33-2
1475,Octadecenoic acid,26764-26-1
100639,Octamethyl Pyrophosphoramide,152-16-9
2428,Octamethylcyclotetrasiloxane,556-67-2
101812,Octanal,124-13-0
1476,Octane,111-65-9
101094,"Octane, 1-chloro-",111-85-3
1477,Octanoic acid,124-07-2
2429,Octasulfur,10544-50-0
101923,Octatriacontane,NULL
2419,Octyl decyl phthalate,119-07-3
1672,Octyl diphenyl phosphate,115-88-8
4544,Octylphenol,67554-50-1
3618,Octylphenol diethoxylate,NULL
3619,Octylphenol monoethoxylate,2315-67-5
100156,Odor (adverse or offensive) (Y/N) (choice list),NULL
2431,Odor severity (choice list),NULL
1897,Odor threshold number,NULL
